report_id,prompt_id,prompt_name,trial,from_date,to_date,date_window,report_text,generation_mode
B_010,B,Concise executive summary,10,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_011,B,Concise executive summary,11,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_012,B,Concise executive summary,12,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_013,B,Concise executive summary,13,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_014,B,Concise executive summary,14,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_015,B,Concise executive summary,15,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_016,B,Concise executive summary,16,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_017,B,Concise executive summary,17,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_018,B,Concise executive summary,18,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_019,B,Concise executive summary,19,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_020,B,Concise executive summary,20,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_021,B,Concise executive summary,21,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_022,B,Concise executive summary,22,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_023,B,Concise executive summary,23,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_024,B,Concise executive summary,24,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_025,B,Concise executive summary,25,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_026,B,Concise executive summary,26,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_027,B,Concise executive summary,27,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_028,B,Concise executive summary,28,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_029,B,Concise executive summary,29,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_030,B,Concise executive summary,30,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_031,B,Concise executive summary,31,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_032,B,Concise executive summary,32,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_033,B,Concise executive summary,33,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_034,B,Concise executive summary,34,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_035,B,Concise executive summary,35,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_036,B,Concise executive summary,36,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_037,B,Concise executive summary,37,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_038,B,Concise executive summary,38,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_039,B,Concise executive summary,39,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_040,B,Concise executive summary,40,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_041,B,Concise executive summary,41,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_042,B,Concise executive summary,42,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_043,B,Concise executive summary,43,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_044,B,Concise executive summary,44,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_045,B,Concise executive summary,45,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_046,B,Concise executive summary,46,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_047,B,Concise executive summary,47,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_048,B,Concise executive summary,48,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_049,B,Concise executive summary,49,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_050,B,Concise executive summary,50,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
C_001,C,Narrative opinion style,1,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_002,C,Narrative opinion style,2,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_003,C,Narrative opinion style,3,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_004,C,Narrative opinion style,4,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_005,C,Narrative opinion style,5,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_006,C,Narrative opinion style,6,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_007,C,Narrative opinion style,7,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_008,C,Narrative opinion style,8,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_009,C,Narrative opinion style,9,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_010,C,Narrative opinion style,10,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_011,C,Narrative opinion style,11,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_012,C,Narrative opinion style,12,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_013,C,Narrative opinion style,13,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_014,C,Narrative opinion style,14,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_015,C,Narrative opinion style,15,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_016,C,Narrative opinion style,16,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_017,C,Narrative opinion style,17,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_018,C,Narrative opinion style,18,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_019,C,Narrative opinion style,19,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_020,C,Narrative opinion style,20,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_021,C,Narrative opinion style,21,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_022,C,Narrative opinion style,22,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_023,C,Narrative opinion style,23,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_024,C,Narrative opinion style,24,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_025,C,Narrative opinion style,25,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_026,C,Narrative opinion style,26,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_027,C,Narrative opinion style,27,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_028,C,Narrative opinion style,28,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_029,C,Narrative opinion style,29,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_030,C,Narrative opinion style,30,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_031,C,Narrative opinion style,31,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_032,C,Narrative opinion style,32,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_033,C,Narrative opinion style,33,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_034,C,Narrative opinion style,34,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_035,C,Narrative opinion style,35,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_036,C,Narrative opinion style,36,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_037,C,Narrative opinion style,37,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_038,C,Narrative opinion style,38,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_039,C,Narrative opinion style,39,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_040,C,Narrative opinion style,40,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_041,C,Narrative opinion style,41,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_042,C,Narrative opinion style,42,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_043,C,Narrative opinion style,43,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_044,C,Narrative opinion style,44,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_045,C,Narrative opinion style,45,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_046,C,Narrative opinion style,46,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_047,C,Narrative opinion style,47,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_048,C,Narrative opinion style,48,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
C_049,C,Narrative opinion style,49,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"World coverage is a mirror of power. Some countries dominate the news cycle, while others nearly disappear. The pattern feels like a warning about media bias and the unequal geography of public concern.",fixtures
C_050,C,Narrative opinion style,50,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian's global gaze tells a dramatic story of attention and neglect. Britain stands at the center, while distant countries fade into the margins. This may reveal how global media power decides which places matter and which are forgotten.",fixtures
